1704449261.468375	eoChryHTO7DZVj7	813	288	4b:05:e3:6a:f5:ff	-58	15.020330775485618	37.61226587500001
1704449261.468463	eoChryHTO7DZVj7	813	288	6a:49:78:e3:bb:bc	-59	15.020330775485618	37.61226587500001
1704449261.4684782	eoChryHTO7DZVj7	813	288	cc:db:a7:e6:44:ba	-46	15.020330775485618	37.61226587500001
1704449268.6984072	tBwmH8L5d9lYMqO	876	351	6a:49:78:e3:bb:bc	-54	15.020349662595317	37.612231500000014
1704449268.698488	tBwmH8L5d9lYMqO	876	351	4b:05:e3:6a:f5:ff	-54	15.020349662595317	37.612231500000014
1704449268.6985023	tBwmH8L5d9lYMqO	876	351	cc:db:a7:e6:44:ba	-49	15.020349662595317	37.612231500000014
1704449274.4957669	LJp4JOzMHkkz4LS	949	332	c4:db:a9:48:68:21	-69	15.020371624350776	37.61224165625001
1704449274.4958444	LJp4JOzMHkkz4LS	949	332	46:1e:dc:d6:3a:5b	-64	15.020371624350776	37.61224165625001
1704449274.4958582	LJp4JOzMHkkz4LS	949	332	cc:db:a7:e6:44:ba	-60	15.020371624350776	37.61224165625001
1704449274.495871	LJp4JOzMHkkz4LS	949	332	4b:05:e3:6a:f5:ff	-59	15.020371624350776	37.61224165625001
1704449281.2019947	8w9ts6NaKS1ykxp	933	269	6a:49:78:e3:bb:bc	-61	15.020366792764577	37.61227603125001
1704449281.202071	8w9ts6NaKS1ykxp	933	269	4b:05:e3:6a:f5:ff	-60	15.020366792764577	37.61227603125001
