1704452864.2501302	eoChryHTO7DZVj7	813	288	5f:06:c8:e8:12:8c	-57	15.020330775485618	37.61226587500001
1704452864.250216	eoChryHTO7DZVj7	813	288	67:7f:4c:f4:79:ce	-53	15.020330775485618	37.61226587500001
1704452864.2502308	eoChryHTO7DZVj7	813	288	6b:60:00:36:7f:cc	-61	15.020330775485618	37.61226587500001
1704452872.1221294	tBwmH8L5d9lYMqO	876	351	5f:06:c8:e8:12:8c	-59	15.020349662595317	37.612231500000014
1704452872.12221	tBwmH8L5d9lYMqO	876	351	67:7f:4c:f4:79:ce	-59	15.020349662595317	37.612231500000014
1704452872.122225	tBwmH8L5d9lYMqO	876	351	6b:60:00:36:7f:cc	-53	15.020349662595317	37.612231500000014
1704452878.1394677	8w9ts6NaKS1ykxp	933	269	67:7f:4c:f4:79:ce	-70	15.020366792764577	37.61227603125001
1704452878.139549	8w9ts6NaKS1ykxp	933	269	5f:06:c8:e8:12:8c	-69	15.020366792764577	37.61227603125001
1704452878.1395628	8w9ts6NaKS1ykxp	933	269	cc:db:a7:e6:44:ba	-57	15.020366792764577	37.61227603125001
1704452878.139575	8w9ts6NaKS1ykxp	933	269	6b:60:00:36:7f:cc	-53	15.020366792764577	37.61227603125001
1704452884.4034383	LJp4JOzMHkkz4LS	949	332	6b:60:00:36:7f:cc	-54	15.020371624350776	37.61224165625001
1704452884.4035192	LJp4JOzMHkkz4LS	949	332	5f:06:c8:e8:12:8c	-69	15.020371624350776	37.61224165625001
1704452884.403534	LJp4JOzMHkkz4LS	949	332	67:7f:4c:f4:79:ce	-69	15.020371624350776	37.61224165625001
