1700644024.412922	813	288	56:8b:6c:38:91:57	-76	15.020330775485618	37.61226587500001
1700644024.4130962	813	288	5e:a1:2a:ed:ba:d3	-76	15.020330775485618	37.61226587500001
1700644024.4131458	813	288	46:b1:93:41:e2:60	-37	15.020330775485618	37.61226587500001
1700644024.413192	813	288	62:3f:57:0d:23:d7	-76	15.020330775485618	37.61226587500001
1700644041.0491345	876	351	46:b1:93:41:e2:60	-37	15.020349662595317	37.612231500000014
1700644041.0493612	876	351	56:8b:6c:38:91:57	-74	15.020349662595317	37.612231500000014
1700644041.049426	876	351	5e:a1:2a:ed:ba:d3	-75	15.020349662595317	37.612231500000014
1700644041.0494869	876	351	62:3f:57:0d:23:d7	-75	15.020349662595317	37.612231500000014
1700644053.9985702	933	269	62:3f:57:0d:23:d7	-77	15.020366792764577	37.61227603125001
1700644053.9987414	933	269	46:b1:93:41:e2:60	-41	15.020366792764577	37.61227603125001
1700644053.9987946	933	269	56:8b:6c:38:91:57	-78	15.020366792764577	37.61227603125001
1700644053.998841	933	269	5e:a1:2a:ed:ba:d3	-82	15.020366792764577	37.61227603125001
1700644060.0009794	949	332	46:b1:93:41:e2:60	-40	15.020371624350776	37.61224165625001
1700644060.0011516	949	332	56:8b:6c:38:91:57	-72	15.020371624350776	37.61224165625001
1700644060.0012007	949	332	5e:a1:2a:ed:ba:d3	-74	15.020371624350776	37.61224165625001
1700644060.0012467	949	332	62:3f:57:0d:23:d7	-58	15.020371624350776	37.61224165625001
