1700561408.1893609	813	288	POCO F3	72:E4:AC:32:6C:C8	1	2.412 GHz	48/70	-62	15.020330775485618	37.61226587500001
1700561408.1898327	813	288	WiFi-deco	40:ED:00:3A:E8:8A	7	2.442 GHz	41/70	-69	15.020330775485618	37.61226587500001
1700561408.1900618	813	288		46:ED:00:3A:E8:8A	7	2.442 GHz	41/70	-69	15.020330775485618	37.61226587500001
1700561408.1902704	813	288	WiFi-deco	40:ED:00:3A:E7:FA	7	2.442 GHz	37/70	-73	15.020330775485618	37.61226587500001
1700561408.190472	813	288	VodafoneMobileWiFi-B9C9C1-2G	E0:E1:A9:80:61:67	10	2.457 GHz	36/70	-74	15.020330775485618	37.61226587500001
1700561408.190676	813	288		46:ED:00:3A:E7:FA	7	2.442 GHz	36/70	-74	15.020330775485618	37.61226587500001
1700561476.2782977	876	351	POCO F3	72:E4:AC:32:6C:C8	1	2.412 GHz	51/70	-59	15.020349662595317	37.612231500000014
1700561476.2787037	876	351	WiFi-deco	40:ED:00:3A:E8:8A	7	2.442 GHz	37/70	-73	15.020349662595317	37.612231500000014
1700561476.2789452	876	351		46:ED:00:3A:E8:8A	7	2.442 GHz	34/70	-76	15.020349662595317	37.612231500000014
1700561476.2791805	876	351	WiFi-deco	40:ED:00:3A:E7:FA	7	2.442 GHz	40/70	-70	15.020349662595317	37.612231500000014
1700561476.2794075	876	351	VodafoneMobileWiFi-B9C9C1-2G	E0:E1:A9:80:61:67	10	2.457 GHz	36/70	-74	15.020349662595317	37.612231500000014
1700561476.2797008	876	351	Vodafone-A44331756	14:14:59:5B:62:2C	2	2.417 GHz	24/70	-86	15.020349662595317	37.612231500000014
1700561476.2799265	876	351	TIM-69266544	D6:43:68:60:91:B6	11	2.462 GHz	14/70	-96	15.020349662595317	37.612231500000014
1700561555.5943549	876	351	POCO F3	72:E4:AC:32:6C:C8	1	2.412 GHz	49/70	-61	15.020349662595317	37.612231500000014
1700561555.59462	876	351	WiFi-deco	40:ED:00:3A:E8:8A	7	2.442 GHz	41/70	-69	15.020349662595317	37.612231500000014
1700561555.594738	876	351		46:ED:00:3A:E8:8A	7	2.442 GHz	40/70	-70	15.020349662595317	37.612231500000014
1700561555.5948403	876	351	WiFi-deco	40:ED:00:3A:E7:FA	7	2.442 GHz	39/70	-71	15.020349662595317	37.612231500000014
1700561555.5949414	876	351	VodafoneMobileWiFi-B9C9C1-2G	E0:E1:A9:80:61:67	10	2.457 GHz	35/70	-75	15.020349662595317	37.612231500000014
1700561555.5950408	876	351		46:ED:00:3A:E7:FA	7	2.442 GHz	39/70	-71	15.020349662595317	37.612231500000014
1700561661.9628005	813	288	POCO F3	72:E4:AC:32:6C:C8	1	2.412 GHz	46/70	-64	15.020330775485618	37.61226587500001
1700561661.963101	813	288	WiFi-deco	40:ED:00:3A:E8:8A	7	2.442 GHz	42/70	-68	15.020330775485618	37.61226587500001
1700561661.963216	813	288		46:ED:00:3A:E8:8A	7	2.442 GHz	39/70	-71	15.020330775485618	37.61226587500001
1700561661.9633193	813	288	WiFi-deco	40:ED:00:3A:E7:FA	7	2.442 GHz	35/70	-75	15.020330775485618	37.61226587500001
1700561661.9634202	813	288	VodafoneMobileWiFi-B9C9C1-2G	E0:E1:A9:80:61:67	10	2.457 GHz	38/70	-72	15.020330775485618	37.61226587500001
1700561661.9635177	813	288		46:ED:00:3A:E7:FA	7	2.442 GHz	39/70	-71	15.020330775485618	37.61226587500001
1700561661.9636192	813	288	POCO F3	72:E4:AC:32:6C:C8	10	2.457 GHz	29/70	-81	15.020330775485618	37.61226587500001
1700561661.963716	813	288		62:45:B8:18:57:09	11	2.462 GHz	43/70	-67	15.020330775485618	37.61226587500001
