1700647312.0819888	813	288	6e:ae:5f:b1:97:da	-48	15.020330775485618	37.61226587500001
1700647312.082277	813	288	58:df:13:d5:c0:fd	-78	15.020330775485618	37.61226587500001
1700647312.0823727	813	288	6f:20:0a:9d:78:ea	-86	15.020330775485618	37.61226587500001
1700647312.082464	813	288	6a:db:6d:ac:80:fb	-77	15.020330775485618	37.61226587500001
1700647312.0825553	813	288	7a:30:cc:42:3e:5f	-77	15.020330775485618	37.61226587500001
1700647312.082645	813	288	79:66:1e:4b:c4:86	-79	15.020330775485618	37.61226587500001
1700647312.082733	813	288	50:e5:e4:3c:62:7d	-72	15.020330775485618	37.61226587500001
1700647400.3944461	876	351	74:5c:4b:5e:84:25	-84	15.020349662595317	37.612231500000014
1700647400.3947804	876	351	6e:ae:5f:b1:97:da	-48	15.020349662595317	37.612231500000014
1700647400.3948789	876	351	ea:c6:25:26:87:e4	-71	15.020349662595317	37.612231500000014
1700647400.394974	876	351	50:e5:e4:3c:62:7d	-86	15.020349662595317	37.612231500000014
1700647400.395066	876	351	6f:20:0a:9d:78:ea	-74	15.020349662595317	37.612231500000014
1700647400.3951564	876	351	58:df:13:d5:c0:fd	-77	15.020349662595317	37.612231500000014
1700647400.3952467	876	351	7a:30:cc:42:3e:5f	-80	15.020349662595317	37.612231500000014
1700647400.3953369	876	351	79:66:1e:4b:c4:86	-80	15.020349662595317	37.612231500000014
1700647400.3954275	876	351	f8:f0:33:0b:a3:d3	-90	15.020349662595317	37.612231500000014
1700647400.3955207	876	351	d5:63:96:2d:47:02	-51	15.020349662595317	37.612231500000014
1700647418.4445317	949	332	6e:ae:5f:b1:97:da	-52	15.020371624350776	37.61224165625001
1700647418.4448168	949	332	6f:20:0a:9d:78:ea	-76	15.020371624350776	37.61224165625001
1700647418.444916	949	332	74:5c:4b:5e:84:25	-79	15.020371624350776	37.61224165625001
1700647418.4450083	949	332	7a:30:cc:42:3e:5f	-76	15.020371624350776	37.61224165625001
1700647418.4450996	949	332	79:66:1e:4b:c4:86	-63	15.020371624350776	37.61224165625001
1700647418.4451904	949	332	6a:db:6d:ac:80:fb	-81	15.020371624350776	37.61224165625001
1700647418.4452806	949	332	58:df:13:d5:c0:fd	-77	15.020371624350776	37.61224165625001
1700647433.8311388	933	269	74:5c:4b:5e:84:25	-80	15.020366792764577	37.61227603125001
1700647433.8314228	933	269	6e:ae:5f:b1:97:da	-32	15.020366792764577	37.61227603125001
1700647433.8315222	933	269	ed:9b:ec:74:9e:7a	-85	15.020366792764577	37.61227603125001
1700647433.8316355	933	269	7a:30:cc:42:3e:5f	-77	15.020366792764577	37.61227603125001
1700647433.8317294	933	269	6f:20:0a:9d:78:ea	-77	15.020366792764577	37.61227603125001
1700647433.8318408	933	269	79:66:1e:4b:c4:86	-77	15.020366792764577	37.61227603125001
1700647433.8319476	933	269	58:df:13:d5:c0:fd	-76	15.020366792764577	37.61227603125001
1700647433.8320382	933	269	d8:5d:a8:3b:94:9b	-93	15.020366792764577	37.61227603125001
