1700642616.2045093	813	288	7c:5d:2b:7f:96:2c	-76	15.020330775485618	37.61226587500001
1700642735.078922	813	288	7c:5d:2b:7f:96:2c	-74	15.020330775485618	37.61226587500001
1700642846.8834536	813	288	7c:5d:2b:7f:96:2c	-75	15.020330775485618	37.61226587500001
1700642907.7736979	813	288	7c:5d:2b:7f:96:2c	-78	15.020330775485618	37.61226587500001
1700642987.9521363	813	288	7c:5d:2b:7f:96:2c	-69	15.020330775485618	37.61226587500001
1700643054.4190614	813	288	7c:5d:2b:7f:96:2c	-72	15.020330775485618	37.61226587500001
1700643105.3805041	876	351	7c:5d:2b:7f:96:2c	-74	15.020349662595317	37.612231500000014
1700643124.3702042	876	351	7c:5d:2b:7f:96:2c	-74	15.020349662595317	37.612231500000014
1700643156.9692492	949	332	7c:5d:2b:7f:96:2c	-80	15.020371624350776	37.61224165625001
1700643174.0080287	933	269	7c:5d:2b:7f:96:2c	-76	15.020366792764577	37.61227603125001
1700643192.1602502	813	288	7c:5d:2b:7f:96:2c	-71	15.020330775485618	37.61226587500001
1700643232.3438473	949	332	7c:5d:2b:7f:96:2c	-84	15.020371624350776	37.61224165625001
