1700642614.862085	813	288	-138.74749535148385	177.8930184150864	214.46557429226647	311.27524158476206	15.020330775485618	37.61226587500001
1700642733.7349203	813	288	-176.18182331748392	201.58092139508665	218.30323943826656	345.44349333459206	15.020330775485618	37.61226587500001
1700642845.5329766	813	288	-114.92753944348391	167.4641925390868	166.19105034426653	262.4348687195214	15.020330775485618	37.61226587500001
1700642906.4268456	813	288	-66.71916186948371	177.51476442708605	230.22554325826675	298.2729268953759	15.020330775485618	37.61226587500001
1700642986.6055503	813	288	-152.15017795948384	209.59395484308618	189.71001031226692	321.04390754622443	15.020330775485618	37.61226587500001
1700643053.0728598	813	288	-98.33944894548391	239.30599507508657	200.41306629826676	327.26656358517937	15.020330775485618	37.61226587500001
1700643104.0344276	876	351	-115.86467457948383	198.09269631908614	208.5306792562663	310.08125280554316	15.020349662595317	37.612231500000014
1700643123.023721	876	351	-74.16277124548385	217.55389838708663	231.24085431026705	326.0401018960259	15.020349662595317	37.612231500000014
1700643155.6221278	949	332	-99.06608342748389	231.01765495908614	220.69464068826707	334.498684925636	15.020371624350776	37.61224165625001
1700643172.6615398	933	269	-111.52643428148384	216.91641754308642	196.12276470226703	312.97766146760307	15.020366792764577	37.61227603125001
1700643190.8119042	813	288	-107.53720547148396	193.41667380708628	242.72903239626717	328.4686338681992	15.020330775485618	37.61226587500001
1700643230.9946592	949	332	-169.83188167748406	230.60851095108652	166.12045804626717	331.08784323604203	15.020371624350776	37.61224165625001
