1686845625.1645062	290	269	3e:30:76:42:6e:01	-41	15.07457	37.525619
1686845625.1646156	290	269	e1:9d:6f:93:52:c6	-57	15.07457	37.525619
1686845628.7388835	420	265	3e:30:76:42:6e:01	-41	15.074486	37.525619
1686845628.7389991	420	265	e1:9d:6f:93:52:c6	-60	15.074486	37.525619
1686845631.948763	296	379	3e:30:76:42:6e:01	-45	15.074566	37.525619
1686845631.9488685	296	379	e1:9d:6f:93:52:c6	-59	15.074566	37.525619
1686845635.4137273	426	381	3e:30:76:42:6e:01	-41	15.074482	37.525619
1686845635.4138362	426	381	e1:9d:6f:93:52:c6	-57	15.074482	37.525619
1686845638.7463512	287	512	3e:30:76:42:6e:01	-43	15.074572	37.525619
1686845642.4039392	420	517	3e:30:76:42:6e:01	-48	15.074486	37.525619
1686845642.4040477	420	517	e1:9d:6f:93:52:c6	-60	15.074486	37.525619
1686845656.7402117	425	742	3e:30:76:42:6e:01	-48	15.074483	37.525619
1686845660.4901137	291	624	3e:30:76:42:6e:01	-48	15.074569	37.525619
1686845660.490218	291	624	e1:9d:6f:93:52:c6	-49	15.074569	37.525619
1686845663.114129	420	630	3e:30:76:42:6e:01	-49	15.074486	37.525619
1686845667.576506	291	739	3e:30:76:42:6e:01	-50	15.074569	37.525619
1686845670.1152923	293	862	3e:30:76:42:6e:01	-32	15.074568	37.525619
1686845672.7615502	296	969	3e:30:76:42:6e:01	-47	15.074566	37.525619
1686845675.8652308	291	1071	3e:30:76:42:6e:01	-48	15.074569	37.52562
1686845675.865338	291	1071	e1:9d:6f:93:52:c6	-48	15.074569	37.52562
1686845680.542799	422	1068	3e:30:76:42:6e:01	-48	15.074485	37.52562
1686845685.500346	450	1363	3e:30:76:42:6e:01	-48	15.074467	37.52562
1686845689.262879	426	1193	3e:30:76:42:6e:01	-44	15.074482	37.52562
1684765939.318234	419	947	78:7d:1b:7c:be:2d	-80	15.074487	37.525619
1684765939.3184013	419	947	48:4a:f5:d2:7d:4a	-69	15.074487	37.525619
1684765939.3184464	419	947	7e:33:ac:4c:d9:18	-58	15.074487	37.525619
1684765939.3184886	419	947	7e:68:b6:08:b9:5c	-80	15.074487	37.525619
1684765939.3185306	419	947	4a:0e:f4:b8:79:1f	-75	15.074487	37.525619
1684765939.3185709	419	947	6e:3b:03:ba:ad:9c	-78	15.074487	37.525619
1684765939.3186107	419	947	5b:31:05:af:45:ab	-44	15.074487	37.525619
1684765939.3186505	419	947	03:3e:35:8c:49:4b	-67	15.074487	37.525619
1684765939.3186903	419	947	7f:3b:ae:b0:dc:b5	-80	15.074487	37.525619
1684765939.3187308	419	947	34:23:c2:2c:70:73	-60	15.074487	37.525619
1684765939.31877	419	947	5e:a4:fa:95:ff:a6	-67	15.074487	37.525619
1684765939.3188083	419	947	1c:e2:33:7e:9d:5c	-85	15.074487	37.525619
1684765939.3188488	419	947	55:c8:4d:2a:e7:d2	-80	15.074487	37.525619
1684765939.3188877	419	947	57:71:2a:b5:73:f6	-81	15.074487	37.525619
1684765939.3189263	419	947	7b:c8:1b:a0:95:a1	-77	15.074487	37.525619
1684765939.318967	419	947	60:ad:1c:1d:3d:2b	-76	15.074487	37.525619
1684765939.3190055	419	947	00:e1:d3:9e:8b:ca	-75	15.074487	37.525619
1684765939.3190448	419	947	19:46:63:f6:69:21	-79	15.074487	37.525619
1684765939.3190846	419	947	77:03:35:ee:cf:50	-80	15.074487	37.525619
1684765939.3191237	419	947	63:02:de:a2:ee:dd	-65	15.074487	37.525619
1684765939.3191626	419	947	cc:b6:87:89:c4:8e	-79	15.074487	37.525619
1684765939.319202	419	947	7d:71:4e:c9:fc:61	-67	15.074487	37.525619
1684765939.319241	419	947	18:fa:2c:16:9b:fe	-83	15.074487	37.525619
1684765939.3192797	419	947	d6:cd:db:f3:a4:74	-71	15.074487	37.525619
1684765939.3193192	419	947	c8:a7:2b:7c:d6:69	-59	15.074487	37.525619
