1704365412.447708	eoChryHTO7DZVj7	813	288	49:53:23:c4:35:8e	-70	15.020330775485618	37.61226587500001
1704365412.4478996	eoChryHTO7DZVj7	813	288	cc:db:a7:e6:44:ba	-53	15.020330775485618	37.61226587500001
1704365412.4479463	eoChryHTO7DZVj7	813	288	6a:04:5b:be:da:df	-54	15.020330775485618	37.61226587500001
1704365422.278951	tBwmH8L5d9lYMqO	876	351	6a:04:5b:be:da:df	-55	15.020349662595317	37.612231500000014
1704365422.2791257	tBwmH8L5d9lYMqO	876	351	63:32:a7:be:e0:30	-55	15.020349662595317	37.612231500000014
1704365422.2791684	tBwmH8L5d9lYMqO	876	351	cc:db:a7:e6:44:ba	-58	15.020349662595317	37.612231500000014
1704365422.2792058	tBwmH8L5d9lYMqO	876	351	49:53:23:c4:35:8e	-63	15.020349662595317	37.612231500000014
1704365437.7119172	LJp4JOzMHkkz4LS	949	332	49:53:23:c4:35:8e	-63	15.020371624350776	37.61224165625001
1704365437.7120924	LJp4JOzMHkkz4LS	949	332	6a:04:5b:be:da:df	-54	15.020371624350776	37.61224165625001
1704365447.9981794	8w9ts6NaKS1ykxp	933	269	6a:04:5b:be:da:df	-63	15.020366792764577	37.61227603125001
1704365447.998361	8w9ts6NaKS1ykxp	933	269	63:32:a7:be:e0:30	-63	15.020366792764577	37.61227603125001
1704365447.9984026	8w9ts6NaKS1ykxp	933	269	49:53:23:c4:35:8e	-54	15.020366792764577	37.61227603125001
